Token,Tag
¿dónde,Spn
creciste,Spn
y,Spn
cómo,Spn
era?,Spn
>>s:,Spn
Crecí,Spn
en,Spn
Ciudad,Spn
Juárez.,Spn
Eh...un,Spn
joven,Spn
muy,Spn
activo,,Spn
muy,Spn
divertido,Spn
según,Spn
yo.,Spn
Me,Spn
gustaba,Spn
el,Spn
deporte.,Spn
El,Spn
estudio,Spn
también,Spn
me,Spn
gustaba,Spn
mucho.,Spn
Eh...por,Spn
ahí,Spn
sí.,Spn
>>i:,Spn
¿Qué,Spn
tipo,Spn
de,Spn
trabajo,Spn
hacían,Spn
tus,Spn
padres,Spn
y,Spn
tus,Spn
abuelos,,Spn
o,Spn
tus,Spn
abuelos?,Spn
>>s:,Spn
Eh...mi,Spn
padre,Spn
tenía,Spn
un,Spn
negocio,Spn
de...de,Spn
era,Spn
como,Spn
una,Spn
tienda,Spn
de,Spn
abarrotes,,Spn
vendía,Spn
todo,Spn
tipo,Spn
de,Spn
mmm...soda,,Spn
chocolates,,Spn
eh...lo,Spn
que,Spn
es,Spn
un,,Spn
una,Spn
marqueta,Spn
que,Spn
le,Spn
llaman,Spn
aquí,Spn
en,Spn
El,Spn
Paso.,Spn
Algo,Spn
así.,Spn
>>i:,Spn
¿Tienes,Spn
alguna,Spn
historia,Spn
favorita,Spn
de,Spn
tu,Spn
infancia?,Spn
>>s:,Spn
Eh...de,Spn
chiquito,Spn
me,Spn
gustaba,Spn
mucho,Spn
jugar,Spn
futbol,,Spn
soccer,,Eng
es,Spn
lo,Spn
que,Spn
mucho,Spn
me,Spn
encantaba.,Spn
>>i:,Spn
¿Dónde,Spn
vives,Spn
ahora,Spn
y,Spn
cómo,Spn
es?,Spn
>>s:,Spn
Vivo,Spn
aquí,Spn
en,Spn
El,Spn
Paso,,Spn
Texas.,NamedEnt
Eh...un,Spn
lugar,Spn
muy,Spn
tranquilo,,Spn
muy,Spn
relajado.,Spn
Eh...vivo,Spn
a,Spn
gusto.,Spn
>>i:,Spn
Qué,Spn
bien.,Spn
¿Te,Spn
gustaba,Spn
la,Spn
escuela?,Spn
>>s:,Spn
Sí,,Spn
hasta,Spn
los,Spn
diecinueve,Spn
años.,Spn
>>i:,Spn
¿Qué,Spn
tipo,Spn
de,Spn
estudiante,Spn
eras?,Spn
>>s:,Spn
Me,Spn
considero...mmm...en,Spn
base,Spn
a,Spn
los,Spn
ochentas,,Spn
noventas,,Spn
no,Spn
excelente,,Spn
eh.,Spn
>>i:,Spn
¿Cómo,Spn
te,Spn
recordarían,Spn
tus,Spn
compañeros?,Spn
>>s:,Spn
Como,Spn
buen,Spn
amigo.,Spn
Creo,Spn
que,Spn
sí.,Spn
>>i:,Spn
Qué,Spn
bien.,Spn
¿Tienes,Spn
alguna,Spn
historia,Spn
favorita,Spn
de,Spn
la,Spn
escuela?,Spn
>>s:,Spn
Sí.,Spn
Eh...era,Spn
el,Spn
preferido,Spn
de,Spn
los,Spn
maestros,Spn
de,Spn
matemáticas,Spn
y,Spn
de,Spn
física.,Spn
Me,Spn
encantaba.,Spn
O,Spn
sea,,Spn
era,Spn
un,Spn
estudiante,Spn
excelente,Spn
para,Spn
ellos,Spn
y,Spn
tenía,Spn
una,Spn
convivencia,Spn
muy,Spn
buena,Spn
con,Spn
ellos,,Spn
es,Spn
todo,Spn
lo,Spn
que,Spn
me,Spn
gustaba,Spn
de...de,Spn
la,Spn
escuela.,Spn
>>i:,Spn
¿Hubo,Spn
algún,Spn
maestro,Spn
o,Spn
maestra,Spn
que,Spn
haya,Spn
tenido,Spn
una,Spn
influencia,Spn
particularmente,Spn
fuerte,Spn
en,Spn
tu,Spn
vida?,Spn
>>s:,Spn
Mmm...en,Spn
lo,Spn
personal,Spn
no...no.,Spn
>>i:,Spn
¿Cómo,Spn
conociste,Spn
a,Spn
tu,Spn
esposa?,Spn
>>s:,Spn
Eh...había,Spn
un,Spn
lugar,Spn
allí,Spn
en,Spn
Juárez,Spn
donde,Spn
nos,Spn
juntábamos,Spn
eh...a,Spn
oír,Spn
música,Spn
y,Spn
dábamos,Spn
vuelta,Spn
en,Spn
los,Spn
carros,Spn
y,Spn
allí,Spn
la,Spn
conocí,Spn
con,Spn
todas,Spn
sus,Spn
hermanas,Spn
y,Spn
de,Spn
allí,Spn
me,Spn
flachó.,Spn
>>i:,Spn
¿Cómo,Spn
supiste,Spn
que,Spn
era,Spn
la,Spn
persona,Spn
correcta?,Spn
>>s:,Spn
Eh...alrededor,Spn
de,Spn
un,Spn
mes,Spn
aproximadamente,,Spn
este...eh...supe,Spn
que...no,Spn
precisamente,Spn
que,Spn
era,Spn
la,Spn
persona,Spn
ideal,Spn
para,Spn
mí,,Spn
pero,Spn
era,Spn
una,Spn
persona,Spn
que,Spn
se,Spn
daba,Spn
a,Spn
respetar,Spn
y,Spn
es,Spn
lo,Spn
que,Spn
me,Spn
gustó,Spn
de,Spn
ella.,Spn
>>i:,Spn
¿Cómo,Spn
le,Spn
propusiste,Spn
matrimonio?,Spn
>>s:,Spn
Después,Spn
de,Spn
dos,Spn
años.,Spn
Le,Spn
dije,Spn
que,Spn
si,Spn
quería,Spn
ser,Spn
mi,Spn
esposa,Spn
y,Spn
aceptó.,Spn
>>i:,Spn
¿Tienes,Spn
alguna,Spn
historia,Spn
favorita,Spn
acerca,Spn
de,Spn
tu,Spn
relación,Spn
con,Spn
tu,Spn
pareja?,Spn
>>s:,Spn
Eh...de,Spn
noviazgo,Spn
muy...muchas,,Spn
pero,Spn
lo,Spn
más,Spn
importante,Spn
es,Spn
cuando,Spn
me,Spn
dio,Spn
mi,Spn
primer,Spn
hijo.,Spn
>>i:,Spn
¿Cuál,Spn
es,Spn
tu,Spn
trabajo,Spn
y,Spn
cómo,Spn
te,Spn
iniciaste,Spn
en,Spn
tu,Spn
profesión?,Spn
>>s:,Spn
Ehm...cuando,Spn
entré,Spn
aquí,Spn
a,Spn
Estados,Spn
Unidos,Spn
empecé,Spn
a,Spn
trabajar,Spn
en,Spn
una,Spn
fábrica,Spn
de,Spn
bordados,Spn
y,Spn
luego...eh...después,Spn
cambié,Spn
de,Spn
trabajo...volví,Spn
otra,Spn
vez,Spn
al,Spn
bordado,Spn
y,Spn
me,Spn
gustó,Spn
y,Spn
estoy,Spn
a,Spn
gusto.,Spn
Ahorita,Spn
ya,Spn
tengo,Spn
veintiún,Spn
años,Spn
en,Spn
lo,Spn
mismo,,Spn
trabajando,Spn
en,Spn
bordados.,Spn
>>i:,Spn
Entonces,,Spn
¿te,Spn
agrada,Spn
tu,Spn
trabajo,,Spn
por,Spn
qué?,Spn
>>s:,Spn
Después,Spn
de,Spn
veinte,Spn
años,Spn
no,Spn
me,Spn
agrada.,Spn
[Risas],NamedEnt
Este,,Spn
me,Spn
gustaría,Spn
cambiar.,Spn
Me,Spn
gusta,Spn
mucho,Spn
la,Spn
construcción.,Spn
Me,Spn
gusta,Spn
mucho,Spn
la,Spn
remodelación,Spn
de,Spn
casas.,Spn
Me,Spn
gustan,Spn
otras,Spn
actividades,Spn
fuera.,Spn
Me,Spn
gusta,Spn
andar,Spn
en,Spn
la,Spn
calle,,Spn
pero,Spn
como,Spn
es,Spn
algo,Spn
que,Spn
ya,Spn
lo,Spn
tengo,Spn
establecido,Spn
desde,Spn
hace,Spn
muchos,Spn
años,,Spn
ya...ya,Spn
se,Spn
me,Spn
hizo,Spn
costumbre,Spn
yo,Spn
creo,Spn
más,Spn
bien.,Spn
>>i:¿En,Spn
qué,Spn
pensabas,Spn
que,Spn
trabajarías,Spn
al,Spn
crecer?,Spn
>>s:,Spn
Cuando,Spn
estaba,Spn
en,Spn
escuela,Spn
yo,Spn
quería,Spn
ser,Spn
ingeniero.,Spn
No,Spn
se,Spn
me,Spn
hizo,,Spn
pues.,Spn
Dije:,Spn
a,Spn
donde,Spn
sea.,Spn
>>i:,Spn
¿Si,Spn
pudieras,Spn
elegir,Spn
cualquier,Spn
trabajo,Spn
ahora,,Spn
qué,Spn
harías,Spn
y,Spn
por,Spn
qué?,Spn
>>s:,Spn
En,Spn
remodelaciones,Spn
de,Spn
casa,,Spn
eso,Spn
me,Spn
encantaría,Spn
hacer.,Spn
>>i:,Spn
Bueno.,Spn
¿Cómo,Spn
era,Spn
vivir,Spn
en,Spn
tu,Spn
país,Spn
de,Spn
origen,Spn
antes,Spn
de,Spn
venir,Spn
a,Spn
los,Spn
Estados,Spn
Unidos?,Spn
>>s:,Spn
Eh...en,Spn
México,Spn
se,Spn
lleva,Spn
una,Spn
vida,Spn
muy,Spn
activa.,Spn
Muy,Spn
feliz...muy,Spn
alegre.,Spn
Eh...muchas,Spn
amistades.,Spn
Eh...mi,Spn
idioma,,Spn
perfecto.,Spn
No,,Spn
aquí,Spn
es,Spn
muy,Spn
difícil,Spn
porque,Spn
tienes,Spn
que,Spn
compartir,Spn
con,,Spn
con,Spn
otras,Spn
razas,Spn
y,Spn
no,Spn
es...no,Spn
es,Spn
igual.,Spn
No,Spn
hay,Spn
como,Spn
tu,Spn
país.,Spn
>>i:,Spn
¿Cuáles,Spn
fueron,Spn
las,Spn
circunstancias,Spn
que,Spn
te,Spn
hicieron,Spn
tomar,Spn
la,Spn
decisión,Spn
de,Spn
inmigrar,Spn
a,Spn
los,Spn
Estados,Spn
Unidos?,Spn
>>s:,Spn
Mis,Spn
hijos.,Spn
>>i:,Spn
¿Cómo,Spn
te,Spn
sentías,Spn
con,Spn
respecto,Spn
al,Spn
inglés,Spn
cuando,Spn
viniste,Spn
a,Spn
los,Spn
Estados,Spn
Unidos?,Spn
>>s:,Spn
Pues,Spn
todavía.,Spn
Eh...mi,Spn
inglés,Spn
no,Spn
es,Spn
muy...muy,Spn
bueno,Spn
y,Spn
batallé,Spn
mucho,Spn
al,Spn
principio,,Spn
este...,Spn
no,Spn
podía,Spn
decir...iba,Spn
a,Spn
una,Spn
tienda,Spn
y,Spn
no,Spn
sabía,Spn
qué...cómo,Spn
pedir,Spn
las,Spn
cosas.,Spn
Gracias,Spn
a,Spn
Dios,Spn
ahorita,Spn
ya,Spn
sé.,Spn
Pero,,Spn
sí,Spn
batallé,Spn
un,Spn
poquito,Spn
al,Spn
principio.,Spn
>>i:,Spn
Eh...¿qué,Spn
otros,Spn
tipos,Spn
de,Spn
dificultades,Spn
sufriste,Spn
por,Spn
no,Spn
saber,Spn
hablar,Spn
inglés?,Spn
>>s:,Spn
En,Spn
cuestiones,Spn
legales.,Spn
Cuando,Spn
tengo,Spn
un,Spn
problema,Spn
que...que,Spn
tengo,Spn
que,Spn
quiere,Spn
arreglar,Spn
uno...no,Spn
problemas,,Spn
sino,Spn
un,Spn
asunto,Spn
legal,,Spn
tenía,Spn
que,Spn
recurrir,Spn
a,Spn
alguien,Spn
más,Spn
para,Spn
que,Spn
me,Spn
ayudara.,Spn
Eso,Spn
es,Spn
lo,Spn
que...lo,Spn
que...sufrí,Spn
mucho,Spn
por,Spn
eso.,Spn
>>i:,Spn
¿Y,Spn
viajas,Spn
a,Spn
tu,Spn
país,Spn
de,Spn
origen?,Spn
>>s:,Spn
Eh...no.,Spn
>>i:,Spn
¿Por,Spn
qué?,Spn
>>s:,Spn
Eh...al,Spn
p...me,Spn
gustaba,Spn
mucho,Spn
salir,Spn
al,Spn
sur,Spn
de,Spn
México,,Spn
pero,Spn
nunca,Spn
tuve,Spn
la,Spn
oportunidad,Spn
de,Spn
hacerlo.,Spn
Había,Spn
más,Spn
oportunidades,Spn
aquí,Spn
en,Spn
Estados,Spn
Unidos,Spn
porque,Spn
era,Spn
más,Spn
económico,Spn
y,Spn
aparte,Spn
de,Spn
que,Spn
crecieron,Spn
mis,Spn
hijos,Spn
y,Spn
ellos,Spn
no,Spn
quieren,Spn
saber,Spn
nada,Spn
de,Spn
mi,Spn
país.,Spn
Ellos,Spn
nada,Spn
más,Spn
U.S.,NamedEnt
>>i:,Spn
¿Cuál,Spn
ha,Spn
sido,Spn
tu,Spn
mayor,Spn
logro,Spn
en,Spn
este,Spn
país?,Spn
>>s:,Spn
Ver,Spn
formados,Spn
a,Spn
mis,Spn
hijos,Spn
universitarios.,Spn
Eh...tener,Spn
mi,Spn
casa,Spn
y,Spn
mi,Spn
trabajo,,Spn
conservado,,Spn
por,Spn
tanto,Spn
tiempo.,Spn
Eso,Spn
es...me,Spn
llena,Spn
de,Spn
orgullo.,Spn
>>i:,Spn
¿Qué,Spn
tipo,Spn
de,Spn
relación,Spn
mantienes,Spn
con,Spn
amigos,Spn
y,Spn
miembros,Spn
de,Spn
tu,Spn
familia,Spn
en,Spn
tu,Spn
país,Spn
de,Spn
origen?,Spn
>>s:,Spn
Muy,Spn
buena.,Spn
Pues,Spn
en,Spn
realidad,Spn
este...pues,Spn
están,,Spn
los,Spn
que,Spn
ahorita,Spn
quedan,Spn
son,Spn
mis,Spn
cuñados,Spn
y,Spn
me...sí,,Spn
me,Spn
ven,Spn
bien.,Spn
Me,Spn
respetan,Spn
este...y,Spn
yo,Spn
a,Spn
ellos,Spn
también.,Spn
Tengo,Spn
unos,Spn
tíos,Spn
y,Spn
primos,Spn
en,Spn
México.,Spn
Pero,Spn
sí.,Spn
Como,Spn
familia,Spn
nos,Spn
vemos,Spn
bien.,Spn
>>i:,Spn
¿En,Spn
qué,Spn
formas,Spn
crees,Spn
que,Spn
es,Spn
más,Spn
difícil,Spn
o,Spn
más,Spn
fácil,Spn
educar,Spn
a,Spn
tus,Spn
hijos,Spn
en,Spn
este,Spn
país,Spn
en,Spn
comparación,Spn
con,Spn
tu,Spn
país,Spn
de,Spn
origen?,Spn
>>s:,Spn
No,Spn
sabría,Spn
la,Spn
respuesta,Spn
porque,Spn
los,Spn
tengo,Spn
aquí,Spn
desde,Spn
que,Spn
nacieron.,Spn
Y,Spn
cuando,Spn
empezaron,Spn
ellos,Spn
su,Spn
estudio,Spn
aquí,Spn
este...me,Spn
encantó,Spn
cómo,Spn
era,Spn
su,Spn
educación,Spn
desde,Spn
chiquitos,,Spn
desde,Spn
el,Spn
Gestar,Spn
hasta,Spn
la,Spn
universidad.,Spn
Me,Spn
ha,Spn
gustado,Spn
mucho,Spn
y,Spn
no,Spn
sé,Spn
cómo,Spn
sería,Spn
el,Spn
estudio,Spn
para,Spn
ellos,Spn
en,Spn
México.,Spn
No,Spn
sabría,Spn
o,Spn
sea...decirlo.,Spn
>>i:,Spn
Eh...¿cuál,Spn
fue,Spn
el,Spn
momento,Spn
más,Spn
feliz,Spn
de,Spn
tu,Spn
vida?,Spn
>>s:,Spn
Mmm.,NamedEnt
Son,Spn
muchos...son,Spn
muchos,Spn
momentos,,Spn
pero,Spn
algo,Spn
que,Spn
me...que,Spn
me,Spn
llenó,,Spn
me,,Spn
me,,Spn
no,Spn
sé,,Spn
que,Spn
me,Spn
conmovió,,Spn
que,Spn
me,Spn
hirvió,Spn
la,Spn
sangre,Spn
fue,Spn
cuando,Spn
mi,Spn
señora,Spn
dio,Spn
luz,Spn
a...a,Spn
mi,Spn
primer,Spn
hijo.,Spn
Era,Spn
algo,Spn
increíble,Spn
que,Spn
decía...yo,Spn
no,Spn
sabía,Spn
qué,Spn
era,Spn
eso.,Spn
Y,Spn
lo...lo,Spn
vi.,Spn
Lo,Spn
vi,Spn
con,Spn
mis,Spn
propios,Spn
ojos,,Spn
lo,Spn
palpé,Spn
y,Spn
lo,Spn
sentí,,Spn
eso,Spn
fue,Spn
lo,Spn
que,Spn
más,Spn
sentí,Spn
más...más,Spn
fuerte.,Spn
>>i:,Spn
¿Quién,Spn
ah...ha,Spn
tenido,Spn
la,Spn
mayor,Spn
influencia,Spn
en,Spn
tu,Spn
vida,Spn
y,Spn
qué,Spn
has,Spn
aprendido,Spn
de...de,Spn
ellos?,Spn
>>s:,Spn
Mi,Spn
señora,,Spn
porque,Spn
en,Spn
las,Spn
buenas,Spn
y,Spn
en,Spn
las,Spn
malas,Spn
siempre,Spn
ha,Spn
estado,Spn
conmigo.,Spn
Eh...hemos,Spn
salido,Spn
de,Spn
buenas.,Spn
Hemos,Spn
estado,Spn
bien,,Spn
hemos,Spn
estado,Spn
mal,,Spn
pero,Spn
siempre,Spn
ha,Spn
estado,Spn
conmigo,Spn
en,Spn
todo.,Spn
Es,Spn
la,Spn
que...me,Spn
ha,Spn
ayudado.,Spn
>>i:,Spn
¿De,Spn
qué,Spn
sientes,Spn
más,Spn
orgullo,Spn
en,Spn
tu,Spn
vida?,Spn
>>s:,Spn
Pues,Spn
mis,Spn
hijos.,Spn
Sí,,Spn
mis,Spn
hijos,Spn
son,Spn
los,Spn
que...me,Spn
entra,Spn
orgullo.,Spn
>>i:,Spn
¿En,Spn
qué,Spn
resultó,Spn
diferente,Spn
tu,Spn
vida,Spn
de,Spn
lo,Spn
que,Spn
habías,Spn
imaginado?,Spn
>>s:,Spn
Eh...la,Spn
crianza,Spn
que,Spn
a,Spn
mí,Spn
me,Spn
dieron,Spn
era,Spn
un,Spn
poco,Spn
mmm...un,Spn
poco,Spn
dura,,Spn
como,Spn
en,Spn
México,Spn
se,Spn
acostumbra,Spn
a,Spn
educar,Spn
a,Spn
los,Spn
hijos,Spn
a,Spn
un,Spn
tipo,Spn
de,Spn
manera,Spn
muy,Spn
fuerte,,Spn
con,Spn
golpes,Spn
y,Spn
todo,Spn
eso.,Spn
Y,Spn
yo,Spn
no,Spn
lo,Spn
hice,Spn
así.,Spn
Entonces,Spn
yo,Spn
pienso,Spn
que,Spn
eso...eso,Spn
me,Spn
hizo,Spn
cambiar,Spn
mucho,Spn
con,,Spn
con,Spn
mi,Spn
forma,Spn
de,Spn
ser.,Spn
En,Spn
criar,Spn
los,Spn
hijos,Spn
de,Spn
una,Spn
diferente,Spn
manera,,Spn
no,Spn
igual.,Spn
Pienso,Spn
que,Spn
estuvo,Spn
bien,,Spn
no,Spn
sé.,Spn
>>i:,Spn
¿Te,Spn
arrepientes,Spn
de,Spn
algo?,Spn
>>s:,Spn
Sí.,Spn
Este...no,Spn
haberles,Spn
pegado,Spn
a,Spn
mis,Spn
hijos.,Spn
No,Spn
te,Spn
creas.,Spn
[Risas],NamedEnt
No,Spn
haberlos,Spn
educado...no,Spn
este...quisiera,Spn
uno,Spn
en,Spn
la,Spn
vida,Spn
hacer,Spn
uno,Spn
más.,Spn
Este...me,Spn
arrepiento,Spn
de,Spn
no,Spn
haber,Spn
estudiado.,Spn
Haber,Spn
este...dado,Spn
un,Spn
ejemplo,Spn
a,Spn
mis,Spn
hijos,Spn
para,Spn
que,Spn
ellos,Spn
supieran,Spn
que...que,Spn
sí,Spn
se,Spn
puede,,Spn
pero,Spn
afortunadamente,Spn
ellos,Spn
siguen,Spn
estudiando,Spn
y...y,Spn
el,Spn
consejo,Spn
que,Spn
yo,Spn
les,Spn
doy,Spn
es,Spn
que...que,Spn
no,Spn
sean,Spn
como,Spn
yo.,Spn
Y,Spn
que...que,Spn
se,Spn
superen.,Spn
Lo,Spn
que,Spn
no,Spn
hice,Spn
yo,,Spn
pero,Spn
es,Spn
lo,Spn
que,Spn
sí,Spn
me,Spn
arrepiento,Spn
de,Spn
no,Spn
haber,Spn
seguido,Spn
mi,Spn
estudio.,Spn
Eso,Spn
sí.,Spn
>>i:,Spn
¿De,Spn
dónde,Spn
viene,Spn
tu,Spn
familia,Spn
y,Spn
cuáles,Spn
historias,Spn
me,Spn
puedes,Spn
contar,Spn
de...de,Spn
esa,Spn
área?,Spn
>>s:,Spn
Eh...una,Spn
familia,Spn
humilde.,Spn
Son,Spn
nacidos,Spn
en,Spn
la,Spn
sierra,Spn
de,Spn
Chihuahua.,NamedEnt
Eh...mi,Spn
padre,Spn
era,Spn
arriero,Spn
le,Spn
llamaban.,Spn
Eran,Spn
los,Spn
que,Spn
llevaban,Spn
mercancías,Spn
de,Spn
un,Spn
pueblo,Spn
a,Spn
otro.,Spn
Con,Spn
una,Spn
yunta,Spn
de,Spn
bueyes.,Spn
Mi,Spn
mamá,Spn
era,Spn
hija,Spn
de,Spn
una,Spn
india,NamedEnt
natural,Spn
ah...tarahumara,,Spn
de,Spn
la,Spn
sierra,Spn
de,Spn
Chihuahua.,NamedEnt
Se,Spn
conocieron,Spn
ellos.,Spn
Este...vinieron,Spn
aquí,Spn
a,Spn
Ciudad,Spn
Juárez,Spn
a,Spn
hacer,Spn
vida,,Spn
y...y...pues,Spn
nos,Spn
criaron,Spn
a,Spn
seis...fui,,Spn
éramos,Spn
siete,,Spn
pero,Spn
fallecieron,Spn
dos.,Spn
Y,Spn
nos,Spn
quedamos,Spn
cinco.,Spn
Y,Spn
nos,Spn
llevaron,Spn
adelante,,Spn
una,,Spn
se,Spn
puede,Spn
decir,Spn
una,Spn
hija,Spn
de,Spn
una,Spn
india,NamedEnt
y,Spn
un,Spn
señor,Spn
eh...arriero.,Spn
No,Spn
sé,,Spn
no,Spn
sé,Spn
cómo,Spn
se,Spn
le,Spn
dirá,Spn
aquí,Spn
en,Spn
El,Spn
Paso,,Spn
en,Spn
Estados,Spn
Unidos.,Spn
Pero,Spn
gente,Spn
humilde.,Spn
Muy,Spn
humilde.,Spn
>>i:,Spn
¿Nos,Spn
puedes,Spn
contar,Spn
historias,Spn
sobre,Spn
las,Spn
tradiciones,Spn
culturales,Spn
que,Spn
celebrabas,Spn
con,Spn
tu,Spn
familia,Spn
o,Spn
celebras?,Spn
>>s:,Spn
Claro.,Spn
La,Spn
Navidad.,Spn
Este...ah...las,Spn
posadas,,Spn
¿verdad?,Spn
Que,Spn
hacen.,Spn
Este...¿qué,Spn
más,Spn
se,Spn
podría,Spn
decir?,Spn
Los,Spn
cumpleaños,,Spn
los...no,Spn
sé.,Spn
Fiestas.,Spn
Tradiciones,Spn
mexicanas,,Spn
el,Spn
dieciséis,Spn
de,Spn
septiembre,,Spn
el,Spn
veinte,Spn
de,Spn
noviembre.,Spn
Cosas,Spn
así,,Spn
que.,Spn
>>i:,Spn
Eh...¿tienes,Spn
alguna,Spn
historia,Spn
favorita,Spn
eh...de...de,Spn
cuando,Spn
estabas,Spn
creciendo,Spn
con,Spn
tus,Spn
hermanos?,Spn
>>s:,Spn
Eh...sí.,Spn
Tenía,Spn
un,Spn
hermano,Spn
que,Spn
falleció,Spn
y,Spn
este...teníamos,Spn
un,Spn
ranchito,Spn
allí,Spn
en,Spn
Juárez,Spn
y,Spn
este...nos,Spn
gustaba,Spn
mucho,Spn
los,Spn
caballos...me,Spn
gustaba,Spn
mucho,Spn
montar.,Spn
Y,Spn
siempre,Spn
cuando,Spn
íbamos,Spn
al,Spn
rancho,Spn
jugábamos,Spn
carreras,Spn
de,Spn
caballos.,Spn
Entonces,Spn
siempre...siempre,Spn
le,Spn
ganaba.,Spn
Iba,Spn
y,Spn
agarraba,Spn
el,Spn
trineo,Spn
del,Spn
caballo,Spn
él,Spn
que,Spn
tenía,Spn
y,Spn
hasta,Spn
que,Spn
me,Spn
ganó.,Spn
Y,Spn
eso,Spn
es,Spn
lo,Spn
que...me,Spn
recuerdo,Spn
mucho,Spn
de,Spn
eso.,Spn
>>i:,Spn
¿Cómo,Spn
era,Spn
la,Spn
vida,Spn
en,Spn
el,Spn
rancho?,Spn
>>s:,Spn
Muy,Spn
dura.,Spn
Sí,,Spn
esa...es,Spn
muy,Spn
bonita,Spn
la,Spn
vida,Spn
de,Spn
campo,Spn
para,Spn
la,Spn
gente,Spn
que,Spn
está,Spn
acostumbrada,Spn
a,Spn
estar,Spn
en,Spn
el,Spn
campo,,Spn
pero,Spn
como,Spn
nosotros,Spn
estamos,Spn
acostumbrados,Spn
de,Spn
ciudad,Spn
cuando,Spn
íbamos,Spn
al,Spn
campo,Spn
allí,Spn
no,Spn
había,Spn
luz,,Spn
no,Spn
había,Spn
televisión,,Spn
no,Spn
había,Spn
nada,Spn
de,Spn
diversión.,Spn
Era,Spn
oscurecer,,Spn
a,Spn
dormir,,Spn
a,Spn
levantarse,Spn
temprano,,Spn
a,Spn
ordeñar,Spn
vacas.,Spn
A...a,Spn
atender,Spn
los,Spn
animales,Spn
y,Spn
trabajar,Spn
en...,Spn
allí,Spn
en,Spn
lo,Spn
que,Spn
es...las,Spn
necesidades,Spn
del,Spn
rancho.,Spn
No,Spn
era,Spn
como,Spn
vida,Spn
para,Spn
un,Spn
jovencito,Spn
que,Spn
estaba,Spn
acostumbrado,Spn
a,Spn
una,Spn
ciudad.,Spn
Eso,Spn
sí,Spn
está.,Spn
Gente,Spn
que,Spn
vive,Spn
en,Spn
el,Spn
campo,Spn
eso,Spn
no,Spn
hay,Spn
problema,,Spn
pero,Spn
cuando,Spn
estamos,Spn
acostumbrados,Spn
a,Spn
vivir,Spn
en,Spn
una,Spn
ciudad,Spn
sí,Spn
es,Spn
difícil.,Spn
Pero,Spn
es,Spn
muy,Spn
bonito,Spn
eso,,Spn
el,Spn
campo.,Spn
Muy,Spn
bonito.,Spn
>>i:,Spn
¿Qué,Spn
era,Spn
lo,Spn
bonito,Spn
del,Spn
campo?,NamedEnt
>>s:,Spn
Eh...te,Spn
da...te,Spn
hace,Spn
sentir,Spn
lo,Spn
que,Spn
es,Spn
la,Spn
vida,Spn
porque,Spn
tomas,Spn
en,Spn
cuenta,Spn
cómo,Spn
nace,Spn
un,Spn
conejito,,Spn
cómo,Spn
nace,Spn
un,Spn
pollito,,Spn
cómo,Spn
nace,Spn
un...este...un,Spn
patito,,Spn
un,Spn
becerrito.,Spn
Entonces,Spn
te...y,Spn
vas,Spn
y,Spn
les,Spn
ayudas,Spn
al,Spn
animal,Spn
y,Spn
luego,Spn
dices,Spn
tú:,Spn
yo,Spn
nunca,Spn
sabía,Spn
cómo,Spn
nacía,Spn
un,Spn
hijo.,Spn
Por,Spn
eso,,Spn
como,Spn
te,Spn
decía,Spn
ahorita,Spn
que,,Spn
lo,Spn
más,Spn
impresionante,Spn
para,Spn
mí,Spn
fue,Spn
cuando,Spn
mi,Spn
señora,Spn
dio,Spn
a,Spn
luz,Spn
al,Spn
primer,Spn
hijo,Spn
mío,Spn
que,Spn
yo,Spn
lo,Spn
decía,,Spn
yo,Spn
he,Spn
visto,Spn
nacer,,Spn
pero,Spn
a,Spn
animales,Spn
no,Spn
a,Spn
seres,Spn
humanos.,Spn
Y,Spn
más,Spn
mi,Spn
hijo.,Spn
Y,Spn
eso,Spn
es,Spn
muy,Spn
bonito,Spn
de,Spn
la,Spn
vida,Spn
natural.,Spn
Allí...allí,Spn
todo,Spn
es,Spn
natural,,Spn
todo,,Spn
todo.,Spn
Nada,Spn
de...mmm...,Spn
que,Spn
lo,Spn
compré,Spn
en,Spn
la,Spn
tienda,,Spn
que,Spn
esto.,Spn
No.,Spn
Todo...todo,Spn
lo,Spn
que,Spn
se,Spn
consume,Spn
en,Spn
los,Spn
ranchos,,Spn
todo,Spn
se...se,Spn
produce,Spn
en,Spn
el,Spn
rancho.,Spn
Todo,Spn
eso,Spn
se,Spn
consume,,Spn
eso,Spn
es,Spn
bonito.,Spn
Es,Spn
muy,Spn
bonito,Spn
eso.,Spn
Se,Spn
los,Spn
recomiendo.,Spn
Ay,,Spn
sí.,Spn
>>i:,Spn
¿Extrañas,Spn
el,Spn
rancho,Spn
a,Spn
veces?,Spn
>>s:,Spn
Sí.,Spn
Si,Spn
yo,Spn
tuviera,Spn
la...la,Spn
necesidad,Spn
de...económicamente...bueno,Spn
si,Spn
yo,Spn
tuviera,Spn
la,Spn
oportunidad,Spn
económica,Spn
de,Spn
poder,Spn
tener,Spn
un,Spn
ranchito,,Spn
yo,Spn
lo,Spn
pondría.,Spn
Sí,Spn
lo,Spn
pondría.,Spn
>>i:,Spn
Qué,Spn
bien.,Spn
¿Qué,Spn
esfuerzos,Spn
has,Spn
hecho,Spn
para,Spn
conservar,Spn
tus,Spn
tradiciones,Spn
culturales,Spn
en,Spn
este,Spn
